pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers&price&variations&changes():::EXIT,return.markups == null,daikon.inv.unary.scalar.OneOfScalar,(return.markups),pm.expect(return_markups).to.be.null,0,1,0,0,data.offers.price.variations.changes.markups
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.adults == return.guests.adults,daikon.inv.binary.twoScalar.IntEqual,"(input.adults, return.guests.adults)",pm.expect(input_adults).to.eql(return_guests_adults),1,0,0,0,data.offers.guests.adults
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.checkInDate == return.checkInDate,daikon.inv.binary.twoString.StringEqual,"(input.checkInDate, return.checkInDate)",pm.expect(input_checkInDate).to.eql(return_checkInDate),1,0,0,0,data.offers.checkInDate
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.checkOutDate == return.checkOutDate,daikon.inv.binary.twoString.StringEqual,"(input.checkOutDate, return.checkOutDate)",pm.expect(input_checkOutDate).to.eql(return_checkOutDate),1,0,0,0,data.offers.checkOutDate
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.roomQuantity == size(return.policies.deposit.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntEqual,"(input.roomQuantity, size(return.policies.deposit.acceptedPayments.methods[..]))",pm.expect(input_roomQuantity).to.eql(return_policies_deposit_acceptedPayments_methods_size_array),0,1,0,0,data.offers.policies.deposit.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.boardType == return.boardType,daikon.inv.binary.twoString.StringEqual,"(input.boardType, return.boardType)",pm.expect(input_boardType).to.eql(return_boardType),0,1,0,0,data.offers.boardType
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.rateCode == return.category,daikon.inv.binary.twoString.StringEqual,"(return.rateCode, return.category)",pm.expect(return_rateCode).to.eql(return_category),0,1,0,0,data.offers.rateCode
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.description == return.commission.description,daikon.inv.binary.twoScalar.IntEqual,"(return.description, return.commission.description)",pm.expect(return_description).to.eql(return_commission_description),0,1,0,0,data.offers.description
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.description == return.policies.guarantee.description,daikon.inv.binary.twoScalar.IntEqual,"(return.description, return.policies.guarantee.description)",pm.expect(return_description).to.eql(return_policies_guarantee_description),0,1,0,0,data.offers.description
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.description == return.policies.deposit.description,daikon.inv.binary.twoScalar.IntEqual,"(return.description, return.policies.deposit.description)",pm.expect(return_description).to.eql(return_policies_deposit_description),0,1,0,0,data.offers.description
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.description == return.policies.prepay.description,daikon.inv.binary.twoScalar.IntEqual,"(return.description, return.policies.prepay.description)",pm.expect(return_description).to.eql(return_policies_prepay_description),0,1,0,0,data.offers.description
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.room.typeEstimated.beds == size(return.policies.deposit.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntEqual,"(return.room.typeEstimated.beds, size(return.policies.deposit.acceptedPayments.methods[..]))",pm.expect(return_room_typeEstimated_beds).to.eql(return_policies_deposit_acceptedPayments_methods_size_array),0,1,0,0,data.offers.room.typeEstimated.beds
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.room.description.lang == return.policies.cancellation.description.lang,daikon.inv.binary.twoString.StringEqual,"(return.room.description.lang, return.policies.cancellation.description.lang)",pm.expect(return_room_description_lang).to.eql(return_policies_cancellation_description_lang),1,0,0,0,data.offers.room.description.lang
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.price.markups == return.price.variations.average.markups,daikon.inv.binary.twoScalar.IntEqual,"(return.price.markups, return.price.variations.average.markups)",pm.expect(return_price_markups).to.eql(return_price_variations_average_markups),0,1,0,0,data.offers.price.markups
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.prepay.acceptedPayments.creditCards == return.policies.prepay.acceptedPayments.methods,daikon.inv.binary.twoScalar.IntEqual,"(return.policies.prepay.acceptedPayments.creditCards, return.policies.prepay.acceptedPayments.methods)",pm.expect(return_policies_prepay_acceptedPayments_creditCards).to.eql(return_policies_prepay_acceptedPayments_methods),0,1,0,0,data.offers.policies.prepay.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.numberOfNights == size(return.policies.guarantee.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntEqual,"(return.policies.cancellation.numberOfNights, size(return.policies.guarantee.acceptedPayments.methods[..]))",pm.expect(return_policies_cancellation_numberOfNights).to.eql(return_policies_guarantee_acceptedPayments_methods_size_array),0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.numberOfNights == size(return.policies.deposit.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntEqual,"(return.policies.cancellation.numberOfNights, size(return.policies.deposit.acceptedPayments.methods[..]))",pm.expect(return_policies_cancellation_numberOfNights).to.eql(return_policies_deposit_acceptedPayments_methods_size_array),0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(return.price.taxes[]) == size(return.policies.deposit.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntEqual,"(size(return.price.taxes[..]), size(return.policies.deposit.acceptedPayments.methods[..]))",pm.expect(return_price_taxes_size_array).to.eql(return_policies_deposit_acceptedPayments_methods_size_array),0,1,0,0,data.offers.price.taxes
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.id)==10,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(10),1,0,0,0,data.offers.id
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.checkInDate one of { ""2022-09-20"", ""2022-09-21"", ""2022-09-22"" }",daikon.inv.unary.string.OneOfString,(return.checkInDate),"pm.expect([""2022-09-20"", ""2022-09-21"", ""2022-09-22""].includes(return_checkInDate)).to.be.true",0,1,0,0,data.offers.checkInDate
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.checkInDate is a Date. Format: YYYY/MM/DD,daikon.inv.unary.string.dates.IsDateYYYYMMDD,(return.checkInDate),pm.expect(return_checkInDate).to.match(/^(?:1\d{3}|20[01234][0-9]|2050|9999)[-/.](?:0[1-9]|1[012])[-/.](?:0[1-9]|[12][0-9]|3[01])$/),1,0,0,0,data.offers.checkInDate
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.checkOutDate is a Date. Format: YYYY/MM/DD,daikon.inv.unary.string.dates.IsDateYYYYMMDD,(return.checkOutDate),pm.expect(return_checkOutDate).to.match(/^(?:1\d{3}|20[01234][0-9]|2050|9999)[-/.](?:0[1-9]|1[012])[-/.](?:0[1-9]|[12][0-9]|3[01])$/),1,0,0,0,data.offers.checkOutDate
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.roomQuantity)==1,daikon.inv.unary.string.FixedLengthString,(return.roomQuantity),pm.expect(return_roomQuantity).to.have.length(1),0,1,0,0,data.offers.roomQuantity
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.roomQuantity is Numeric,daikon.inv.unary.string.IsNumeric,(return.roomQuantity),"pm.expect(return_roomQuantity).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.roomQuantity
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.rateCode)==3,daikon.inv.unary.string.FixedLengthString,(return.rateCode),pm.expect(return_rateCode).to.have.length(3),1,0,0,0,data.offers.rateCode
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.rateFamilyEstimated.code)==3,daikon.inv.unary.string.FixedLengthString,(return.rateFamilyEstimated.code),pm.expect(return_rateFamilyEstimated_code).to.have.length(3),1,0,0,0,data.offers.rateFamilyEstimated.code
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.rateFamilyEstimated.type one of { ""C"", ""P"" }",daikon.inv.unary.string.OneOfString,(return.rateFamilyEstimated.type),"pm.expect([""C"", ""P""].includes(return_rateFamilyEstimated_type)).to.be.true",0,1,0,0,data.offers.rateFamilyEstimated.type
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.rateFamilyEstimated.type)==1,daikon.inv.unary.string.FixedLengthString,(return.rateFamilyEstimated.type),pm.expect(return_rateFamilyEstimated_type).to.have.length(1),1,0,0,0,data.offers.rateFamilyEstimated.type
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.category one of { ""GOV"", ""MIL"" }",daikon.inv.unary.string.OneOfString,(return.category),"pm.expect([""GOV"", ""MIL""].includes(return_category)).to.be.true",0,1,0,0,data.offers.category
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.category)==3,daikon.inv.unary.string.FixedLengthString,(return.category),pm.expect(return_category).to.have.length(3),1,0,0,0,data.offers.category
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.description == null,daikon.inv.unary.scalar.OneOfScalar,(return.description),pm.expect(return_description).to.be.null,0,1,0,0,data.offers.description
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.commission.percentage one of { ""10"", ""10.00"", ""8"" }",daikon.inv.unary.string.OneOfString,(return.commission.percentage),"pm.expect([""10"", ""10.00"", ""8""].includes(return_commission_percentage)).to.be.true",0,1,0,0,data.offers.commission.percentage
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.commission.percentage is Numeric,daikon.inv.unary.string.IsNumeric,(return.commission.percentage),"pm.expect(return_commission_percentage).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.commission.percentage
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.commission.amount == ""1.78""",daikon.inv.unary.string.OneOfString,(return.commission.amount),"pm.expect([""1.78""].includes(return_commission_amount)).to.be.true",0,1,0,0,data.offers.commission.amount
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.commission.amount)==4,daikon.inv.unary.string.FixedLengthString,(return.commission.amount),pm.expect(return_commission_amount).to.have.length(4),0,1,0,0,data.offers.commission.amount
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.commission.amount is Numeric,daikon.inv.unary.string.IsNumeric,(return.commission.amount),"pm.expect(return_commission_amount).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.commission.amount
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.boardType one of { ""BREAKFAST"", ""HALF_BOARD"", ""ROOM_ONLY"" }",daikon.inv.unary.string.OneOfString,(return.boardType),"pm.expect([""BREAKFAST"", ""HALF_BOARD"", ""ROOM_ONLY""].includes(return_boardType)).to.be.true",0,1,0,0,data.offers.boardType
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.room.type)==3,daikon.inv.unary.string.FixedLengthString,(return.room.type),pm.expect(return_room_type).to.have.length(3),1,0,0,0,data.offers.room.type
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.room.typeEstimated.beds one of { 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(return.room.typeEstimated.beds),"pm.expect([1, 2, 0].includes(return_room_typeEstimated_beds)).to.be.true",0,1,0,0,data.offers.room.typeEstimated.beds
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.room.description.lang)==2,daikon.inv.unary.string.FixedLengthString,(return.room.description.lang),pm.expect(return_room_description_lang).to.have.length(2),1,0,0,0,data.offers.room.description.lang
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.guests.childAges == null,daikon.inv.unary.scalar.OneOfScalar,(return.guests.childAges),pm.expect(return_guests_childAges).to.be.null,0,1,0,0,data.offers.guests.childAges
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.price.currency)==3,daikon.inv.unary.string.FixedLengthString,(return.price.currency),pm.expect(return_price_currency).to.have.length(3),1,0,0,0,data.offers.price.currency
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.price.total is Numeric,daikon.inv.unary.string.IsNumeric,(return.price.total),"pm.expect(return_price_total).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.price.total
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.price.base is Numeric,daikon.inv.unary.string.IsNumeric,(return.price.base),"pm.expect(return_price_base).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.price.base
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.price.markups == null,daikon.inv.unary.scalar.OneOfScalar,(return.price.markups),pm.expect(return_price_markups).to.be.null,0,1,0,0,data.offers.price.markups
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.price.variations.average.total one of { ""530.00"", ""54.63"", ""68.27"" }",daikon.inv.unary.string.OneOfString,(return.price.variations.average.total),"pm.expect([""530.00"", ""54.63"", ""68.27""].includes(return_price_variations_average_total)).to.be.true",0,1,0,0,data.offers.price.variations.average.total
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.price.variations.average.total is Numeric,daikon.inv.unary.string.IsNumeric,(return.price.variations.average.total),"pm.expect(return_price_variations_average_total).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.price.variations.average.total
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.price.variations.average.base is Numeric,daikon.inv.unary.string.IsNumeric,(return.price.variations.average.base),"pm.expect(return_price_variations_average_base).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.price.variations.average.base
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.paymentType one of { ""deposit"", ""guarantee"" }",daikon.inv.unary.string.OneOfString,(return.policies.paymentType),"pm.expect([""deposit"", ""guarantee""].includes(return_policies_paymentType)).to.be.true",0,1,0,0,data.offers.policies.paymentType
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,All the elements of return.policies.guarantee.acceptedPayments.creditCards[] have LENGTH=2,daikon.inv.unary.stringsequence.SequenceFixedLengthString,(return.policies.guarantee.acceptedPayments.creditCards[..]),pm.expect(return_policies_guarantee_acceptedPayments_creditCards_array.every(element => element.length === 2)).to.be.true,1,0,0,0,data.offers.policies.guarantee.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.guarantee.acceptedPayments.methods[] elements one of { ""CREDIT_CARD"", ""TRAVEL_AGENT_ID"" }",daikon.inv.unary.stringsequence.EltOneOfString,(return.policies.guarantee.acceptedPayments.methods[..]),"pm.expect(return_policies_guarantee_acceptedPayments_methods_array.every(element => [""CREDIT_CARD"", ""TRAVEL_AGENT_ID""].includes(element))).to.be.true",0,1,0,0,data.offers.policies.guarantee.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.guarantee.acceptedPayments.methods[] one of { [CREDIT_CARD], [TRAVEL_AGENT_ID, CREDIT_CARD] }",daikon.inv.unary.stringsequence.OneOfStringSequence,(return.policies.guarantee.acceptedPayments.methods[..]),"pm.expect([[""CREDIT_CARD""], [""TRAVEL_AGENT_ID"", ""CREDIT_CARD""]].some(value => pm.expect(return_policies_guarantee_acceptedPayments_methods_array).to.deep.equal(value).that)).to.be.true",0,1,0,0,data.offers.policies.guarantee.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.deposit.acceptedPayments.creditCards[] one of { [AX, CA, DC, EC, IK, JC, VI], [VI, CA, AX, DC, IK, EC, XS] }",daikon.inv.unary.stringsequence.OneOfStringSequence,(return.policies.deposit.acceptedPayments.creditCards[..]),"pm.expect([[""AX"", ""CA"", ""DC"", ""EC"", ""IK"", ""JC"", ""VI""], [""VI"", ""CA"", ""AX"", ""DC"", ""IK"", ""EC"", ""XS""]].some(value => pm.expect(return_policies_deposit_acceptedPayments_creditCards_array).to.deep.equal(value).that)).to.be.true",0,1,0,0,data.offers.policies.deposit.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,All the elements of return.policies.deposit.acceptedPayments.creditCards[] have LENGTH=2,daikon.inv.unary.stringsequence.SequenceFixedLengthString,(return.policies.deposit.acceptedPayments.creditCards[..]),pm.expect(return_policies_deposit_acceptedPayments_creditCards_array.every(element => element.length === 2)).to.be.true,1,0,0,0,data.offers.policies.deposit.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.deposit.acceptedPayments.methods[] == [CREDIT_CARD],daikon.inv.unary.stringsequence.OneOfStringSequence,(return.policies.deposit.acceptedPayments.methods[..]),"pm.expect([[""CREDIT_CARD""]].some(value => pm.expect(return_policies_deposit_acceptedPayments_methods_array).to.deep.equal(value).that)).to.be.true",0,1,0,0,data.offers.policies.deposit.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.deposit.acceptedPayments.methods[] elements == ""CREDIT_CARD""",daikon.inv.unary.stringsequence.EltOneOfString,(return.policies.deposit.acceptedPayments.methods[..]),"pm.expect(return_policies_deposit_acceptedPayments_methods_array.every(element => [""CREDIT_CARD""].includes(element))).to.be.true",0,1,0,0,data.offers.policies.deposit.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,All the elements of return.policies.deposit.acceptedPayments.methods[] have LENGTH=11,daikon.inv.unary.stringsequence.SequenceFixedLengthString,(return.policies.deposit.acceptedPayments.methods[..]),pm.expect(return_policies_deposit_acceptedPayments_methods_array.every(element => element.length === 11)).to.be.true,0,1,0,0,data.offers.policies.deposit.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.prepay == null,daikon.inv.unary.scalar.OneOfScalar,(return.policies.prepay),pm.expect(return_policies_prepay).to.be.null,0,1,0,0,data.offers.policies.prepay
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.prepay.acceptedPayments == null,daikon.inv.unary.scalar.OneOfScalar,(return.policies.prepay.acceptedPayments),pm.expect(return_policies_prepay_acceptedPayments).to.be.null,0,1,0,0,data.offers.policies.prepay.acceptedPayments
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.prepay.acceptedPayments.creditCards == null,daikon.inv.unary.scalar.OneOfScalar,(return.policies.prepay.acceptedPayments.creditCards),pm.expect(return_policies_prepay_acceptedPayments_creditCards).to.be.null,0,1,0,0,data.offers.policies.prepay.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.holdTime.deadline one of { ""2022-09-22T14:00:00"", ""2022-09-22T18:00:00"" }",daikon.inv.unary.string.OneOfString,(return.policies.holdTime.deadline),"pm.expect([""2022-09-22T14:00:00"", ""2022-09-22T18:00:00""].includes(return_policies_holdTime_deadline)).to.be.true",0,1,0,0,data.offers.policies.holdTime.deadline
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.policies.holdTime.deadline)==19,daikon.inv.unary.string.FixedLengthString,(return.policies.holdTime.deadline),pm.expect(return_policies_holdTime_deadline).to.have.length(19),1,0,0,0,data.offers.policies.holdTime.deadline
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.cancellation.type == ""FULL_STAY""",daikon.inv.unary.string.OneOfString,(return.policies.cancellation.type),"pm.expect([""FULL_STAY""].includes(return_policies_cancellation_type)).to.be.true",1,0,0,0,data.offers.policies.cancellation.type
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.policies.cancellation.type)==9,daikon.inv.unary.string.FixedLengthString,(return.policies.cancellation.type),pm.expect(return_policies_cancellation_type).to.have.length(9),1,0,0,0,data.offers.policies.cancellation.type
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.amount is Numeric,daikon.inv.unary.string.IsNumeric,(return.policies.cancellation.amount),"pm.expect(return_policies_cancellation_amount).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.offers.policies.cancellation.amount
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.numberOfNights == 1,daikon.inv.unary.scalar.OneOfScalar,(return.policies.cancellation.numberOfNights),pm.expect([1].includes(return_policies_cancellation_numberOfNights)).to.be.true,0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,LENGTH(return.policies.cancellation.deadline)==25,daikon.inv.unary.string.FixedLengthString,(return.policies.cancellation.deadline),pm.expect(return_policies_cancellation_deadline).to.have.length(25),1,0,0,0,data.offers.policies.cancellation.deadline
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.deadline is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.policies.cancellation.deadline),"pm.expect(return_policies_cancellation_deadline).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",1,0,0,0,data.offers.policies.cancellation.deadline
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.cancellation.description.text one of { ""NON-REFUNDABLE RATE"", ""Non refundable rate"", ""Plus Taxes and fees where appropriate."" }",daikon.inv.unary.string.OneOfString,(return.policies.cancellation.description.text),"pm.expect([""NON-REFUNDABLE RATE"", ""Non refundable rate"", ""Plus Taxes and fees where appropriate.""].includes(return_policies_cancellation_description_text)).to.be.true",0,1,0,0,data.offers.policies.cancellation.description.text
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"return.policies.cancellation.description.lang == ""EN""",daikon.inv.unary.string.OneOfString,(return.policies.cancellation.description.lang),"pm.expect([""EN""].includes(return_policies_cancellation_description_lang)).to.be.true",0,1,0,0,data.offers.policies.cancellation.description.lang
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.checkInOut == null,daikon.inv.unary.scalar.OneOfScalar,(return.policies.checkInOut),pm.expect(return_policies_checkInOut).to.be.null,0,1,0,0,data.offers.policies.checkInOut
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.checkInOut.checkInDescription == null,daikon.inv.unary.scalar.OneOfScalar,(return.policies.checkInOut.checkInDescription),pm.expect(return_policies_checkInOut_checkInDescription).to.be.null,0,1,0,0,data.offers.policies.checkInOut.checkInDescription
