pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/youtube/v3/videos&getVideos&200&items():::EXIT,LENGTH(return.liveStreamingDetails.scheduledStartTime)==20,daikon.inv.unary.string.FixedLengthString,(return.liveStreamingDetails.scheduledStartTime),pm.expect(return_liveStreamingDetails_scheduledStartTime).to.have.length(20),1,0,0,0,items.liveStreamingDetails.scheduledStartTime
/youtube/v3/videos&getVideos&200&items():::EXIT,return.liveStreamingDetails.scheduledStartTime is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.liveStreamingDetails.scheduledStartTime),"pm.expect(return_liveStreamingDetails_scheduledStartTime).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",1,0,0,0,items.liveStreamingDetails.scheduledStartTime
/youtube/v3/videos&getVideos&200&items():::EXIT,return.monetizationDetails == null,daikon.inv.unary.scalar.OneOfScalar,(return.monetizationDetails),pm.expect(return_monetizationDetails).to.be.null,1,0,0,0,items.monetizationDetails
/youtube/v3/videos&getVideos&200&items():::EXIT,return.monetizationDetails.access == null,daikon.inv.unary.scalar.OneOfScalar,(return.monetizationDetails.access),pm.expect(return_monetizationDetails_access).to.be.null,1,0,0,0,items.monetizationDetails.access
/youtube/v3/videos&getVideos&200&items():::EXIT,return.player.embedHeight is Numeric,daikon.inv.unary.string.IsNumeric,(return.player.embedHeight),"pm.expect(return_player_embedHeight).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,items.player.embedHeight
/youtube/v3/videos&getVideos&200&items():::EXIT,return.player.embedWidth is Numeric,daikon.inv.unary.string.IsNumeric,(return.player.embedWidth),"pm.expect(return_player_embedWidth).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,items.player.embedWidth
/youtube/v3/videos&getVideos&200&items():::EXIT,return.processingDetails == null,daikon.inv.unary.scalar.OneOfScalar,(return.processingDetails),pm.expect(return_processingDetails).to.be.null,1,0,0,0,items.processingDetails
/youtube/v3/videos&getVideos&200&items():::EXIT,return.processingDetails.processingProgress == null,daikon.inv.unary.scalar.OneOfScalar,(return.processingDetails.processingProgress),pm.expect(return_processingDetails_processingProgress).to.be.null,1,0,0,0,items.processingDetails.processingProgress
/youtube/v3/videos&getVideos&200&items():::EXIT,return.projectDetails == null,daikon.inv.unary.scalar.OneOfScalar,(return.projectDetails),pm.expect(return_projectDetails).to.be.null,1,0,0,0,items.projectDetails
/youtube/v3/videos&getVideos&200&items():::EXIT,return.recordingDetails.location.altitude == 0.0,daikon.inv.unary.scalar.OneOfFloat,(return.recordingDetails.location.altitude),"pm.expect([0.0, 0.0, 0.0].includes(return_recordingDetails_location_altitude)).to.be.true",1,0,0,0,items.recordingDetails.location.altitude
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.categoryId is Numeric,daikon.inv.unary.string.IsNumeric,(return.snippet.categoryId),"pm.expect(return_snippet_categoryId).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,items.snippet.categoryId
/youtube/v3/videos&getVideos&200&items():::EXIT,LENGTH(return.snippet.channelId)==24,daikon.inv.unary.string.FixedLengthString,(return.snippet.channelId),pm.expect(return_snippet_channelId).to.have.length(24),1,0,0,0,items.snippet.channelId
/youtube/v3/videos&getVideos&200&items():::EXIT,LENGTH(return.snippet.publishedAt)==20,daikon.inv.unary.string.FixedLengthString,(return.snippet.publishedAt),pm.expect(return_snippet_publishedAt).to.have.length(20),1,0,0,0,items.snippet.publishedAt
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.publishedAt is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.snippet.publishedAt),"pm.expect(return_snippet_publishedAt).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",1,0,0,0,items.snippet.publishedAt
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.default.height == 90,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.default.height),pm.expect([90].includes(return_snippet_thumbnails_default_height)).to.be.true,1,0,0,0,items.snippet.thumbnails.default.height
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.default.url is Url,daikon.inv.unary.string.IsUrl,(return.snippet.thumbnails.default.url),"pm.expect(return_snippet_thumbnails_default_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,items.snippet.thumbnails.default.url
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.default.width == 120,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.default.width),pm.expect([120].includes(return_snippet_thumbnails_default_width)).to.be.true,1,0,0,0,items.snippet.thumbnails.default.width
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.high.height == 360,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.high.height),pm.expect([360].includes(return_snippet_thumbnails_high_height)).to.be.true,1,0,0,0,items.snippet.thumbnails.high.height
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.high.url is Url,daikon.inv.unary.string.IsUrl,(return.snippet.thumbnails.high.url),"pm.expect(return_snippet_thumbnails_high_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,items.snippet.thumbnails.high.url
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.high.width == 480,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.high.width),pm.expect([480].includes(return_snippet_thumbnails_high_width)).to.be.true,1,0,0,0,items.snippet.thumbnails.high.width
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.maxres.height == 720,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.maxres.height),pm.expect([720].includes(return_snippet_thumbnails_maxres_height)).to.be.true,1,0,0,0,items.snippet.thumbnails.maxres.height
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.maxres.url is Url,daikon.inv.unary.string.IsUrl,(return.snippet.thumbnails.maxres.url),"pm.expect(return_snippet_thumbnails_maxres_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,items.snippet.thumbnails.maxres.url
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.maxres.width == 1280,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.maxres.width),pm.expect([1280].includes(return_snippet_thumbnails_maxres_width)).to.be.true,1,0,0,0,items.snippet.thumbnails.maxres.width
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.medium.height == 180,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.medium.height),pm.expect([180].includes(return_snippet_thumbnails_medium_height)).to.be.true,1,0,0,0,items.snippet.thumbnails.medium.height
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.medium.url is Url,daikon.inv.unary.string.IsUrl,(return.snippet.thumbnails.medium.url),"pm.expect(return_snippet_thumbnails_medium_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,items.snippet.thumbnails.medium.url
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.medium.width == 320,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.medium.width),pm.expect([320].includes(return_snippet_thumbnails_medium_width)).to.be.true,1,0,0,0,items.snippet.thumbnails.medium.width
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.standard.height == 480,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.standard.height),pm.expect([480].includes(return_snippet_thumbnails_standard_height)).to.be.true,1,0,0,0,items.snippet.thumbnails.standard.height
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.standard.url is Url,daikon.inv.unary.string.IsUrl,(return.snippet.thumbnails.standard.url),"pm.expect(return_snippet_thumbnails_standard_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,items.snippet.thumbnails.standard.url
/youtube/v3/videos&getVideos&200&items():::EXIT,return.snippet.thumbnails.standard.width == 640,daikon.inv.unary.scalar.OneOfScalar,(return.snippet.thumbnails.standard.width),pm.expect([640].includes(return_snippet_thumbnails_standard_width)).to.be.true,1,0,0,0,items.snippet.thumbnails.standard.width
/youtube/v3/videos&getVideos&200&items():::EXIT,return.statistics.commentCount is Numeric,daikon.inv.unary.string.IsNumeric,(return.statistics.commentCount),"pm.expect(return_statistics_commentCount).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,items.statistics.commentCount
/youtube/v3/videos&getVideos&200&items():::EXIT,"return.statistics.favoriteCount == ""0""",daikon.inv.unary.string.OneOfString,(return.statistics.favoriteCount),"pm.expect([""0""].includes(return_statistics_favoriteCount)).to.be.true",1,0,0,0,items.statistics.favoriteCount
/youtube/v3/videos&getVideos&200&items():::EXIT,LENGTH(return.statistics.favoriteCount)==1,daikon.inv.unary.string.FixedLengthString,(return.statistics.favoriteCount),pm.expect(return_statistics_favoriteCount).to.have.length(1),1,0,0,0,items.statistics.favoriteCount
/youtube/v3/videos&getVideos&200&items():::EXIT,return.statistics.favoriteCount is Numeric,daikon.inv.unary.string.IsNumeric,(return.statistics.favoriteCount),"pm.expect(return_statistics_favoriteCount).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,items.statistics.favoriteCount
/youtube/v3/videos&getVideos&200&items():::EXIT,return.statistics.likeCount is Numeric,daikon.inv.unary.string.IsNumeric,(return.statistics.likeCount),"pm.expect(return_statistics_likeCount).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,items.statistics.likeCount
/youtube/v3/videos&getVideos&200&items():::EXIT,return.statistics.viewCount is Numeric,daikon.inv.unary.string.IsNumeric,(return.statistics.viewCount),"pm.expect(return_statistics_viewCount).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,items.statistics.viewCount
/youtube/v3/videos&getVideos&200&items():::EXIT,"return.status.license one of { ""creativeCommon"", ""youtube"" }",daikon.inv.unary.string.OneOfString,(return.status.license),"pm.expect([""creativeCommon"", ""youtube""].includes(return_status_license)).to.be.true",1,0,0,0,items.status.license
/youtube/v3/videos&getVideos&200&items():::EXIT,return.suggestions == null,daikon.inv.unary.scalar.OneOfScalar,(return.suggestions),pm.expect(return_suggestions).to.be.null,1,0,0,0,items.suggestions
/youtube/v3/videos&getVideos&200&items():::EXIT,return.suggestions.editorSuggestions == null,daikon.inv.unary.scalar.OneOfScalar,(return.suggestions.editorSuggestions),pm.expect(return_suggestions_editorSuggestions).to.be.null,1,0,0,0,items.suggestions.editorSuggestions
/youtube/v3/videos&getVideos&200&items():::EXIT,return.suggestions.tagSuggestions == null,daikon.inv.unary.scalar.OneOfScalar,(return.suggestions.tagSuggestions),pm.expect(return_suggestions_tagSuggestions).to.be.null,1,0,0,0,items.suggestions.tagSuggestions
/youtube/v3/videos&getVideos&200&items():::EXIT,All the elements of return.topicDetails.topicCategories[] are URLs,daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl,(return.topicDetails.topicCategories[..]),"pm.expect(return_topicDetails_topicCategories_array.every(element => /^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/.test(element))).to.be.true",1,0,0,0,items.topicDetails.topicCategories
/youtube/v3/videos&getVideos&200&items():::EXIT,size(return.contentDetails.regionRestriction.blocked[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(return.contentDetails.regionRestriction.blocked[..])),pm.expect(return_contentDetails_regionRestriction_blocked_size_array).to.be.at.least(1),1,0,0,0,items.contentDetails.regionRestriction.blocked
/youtube/v3/videos&getVideos&200&items():::EXIT,size(return.topicDetails.topicCategories[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(return.topicDetails.topicCategories[..])),pm.expect(return_topicDetails_topicCategories_size_array).to.be.at.least(1),1,0,0,0,items.topicDetails.topicCategories
/youtube/v3/videos&getVideos&200&items():::EXIT,return.id in input.id[],daikon.inv.binary.sequenceString.MemberString,"(input.id[..], return.id)",pm.expect(input_id_array.includes(return_id)).to.be.true,1,0,0,0,items.id
/youtube/v3/videos&getVideos&200&items():::EXIT,return.id is a substring of return.player.embedHtml,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.player.embedHtml)",pm.expect(return_player_embedHtml.includes(return_id)).to.be.true,1,0,0,0,items.id
/youtube/v3/videos&getVideos&200&items():::EXIT,return.id is a substring of return.snippet.thumbnails.default.url,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.snippet.thumbnails.default.url)",pm.expect(return_snippet_thumbnails_default_url.includes(return_id)).to.be.true,1,0,0,0,items.id
